no,Folder(NamePlant),Giới (Kingdom),Nhánh (Clade),Không phân hạng,Bộ (Order),Họ (Family),Chi (Genus),Loài,Số lượng ảnh,Mô tả
3358,Polycarpaea_arenaria,,,,,,,,100,"Họ Cẩm chướng (danh pháp khoa học: Caryophyllaceae) là một họ thực vật hạt kín. Họ này được gộp trong bộ Caryophyllales. Nó là một họ lớn, với khoảng từ 82 đến trên 120 chi (tùy theo việc xem xét một vài chi theo nghĩa rộng hay nghĩa hẹp)  và trên 2.200 loài tới khoảng 3.000 loài.
Họ phổ biến rộng khắp thế giới này chủ yếu là cây thân thảo, đa dạng nhất tại khu vực ôn đới, với một vài loài sinh sống trong miền núi tại khu vực nhiệt đới. Một vài thành viên của họ được biết đến nhiều nhất có các loài cẩm chướng (Dianthus), và liệt nữ cùng cây bắt ruồi (các chi Lychnis và Silene). Nhiều loài được trồng làm cây cảnh,và một số loài là cỏ dại phổ biến rộng. Phần lớn các loài mọc trong khu vực ven Địa Trung Hải và các khu vực cận kề ở châu Âu và châu Á. Số lượng loài và chi tại Nam bán cầu là khá nhỏ, mặc dù họ này cũng chứa cả loài cỏ trân châu Nam Cực (Colobanthus quitensis), loài thực vật hai lá mầm sống xa nhất về phía nam, và nó là một trong tổng số 2 loài thực vật có hoa được tìm thấy tại châu Nam Cực."
3359,Polycarpae_gaudichaudii,,,,,,,,100,Polycarpaea gaudichaudii là loài thực vật có hoa thuộc họ Cẩm chướng. Loài này được Gagnep. miêu tả khoa học đầu tiên năm 1909.
3360,Polygala_arillata,Plantae,,"Angiospermae
Eudicots",Fabales,Polygalaceae,Polygala,P. arillata,100,Viễn chí hay còn gọi Kích nhũ mồng (danh pháp khoa học: Polygala arillata) là một loài thực vật có hoa trong họ Polygalaceae. Loài này được Buch.-Ham. ex D. Don miêu tả khoa học đầu tiên năm 1825.
3361,Polygala_crotalarioides,Plantae,,"Angiospermae
Eudicots",Fabales,Polygalaceae,Polygala,P. crotalarioides,100,Polygala crotalarioides là một loài thực vật có hoa trong họ Polygalaceae. Loài này được Buch.-Ham. ex DC. miêu tả khoa học đầu tiên năm 1824.
3362,Polygala_glomerata,,,,,,,,99,"Vào ngày 29 tháng 1 năm 2010, Sách đỏ IUCN đã công bố danh mục loài thực vật cực kì nguy cấp gồm 1701 loài, phân loài, giống gốc, tiểu quần thể cực kỳ nguy cấp."
3363,Polygala_karensium,Plantae,,"Angiospermae
Eudicots",Fabales,Polygalaceae,Polygala,P. karensium,99,Viễn chí trắng hay còn gọi kích nhũ trắng (danh pháp khoa học: Polygala karensium) là một loài thực vật có hoa trong họ Polygalaceae. Loài này được Kurz miêu tả khoa học đầu tiên năm 1872.
3364,Polygala_linarifolia,Plantae,,"Angiospermae
Eudicots",Fabales,Polygalaceae,Polygala,P. linarifolia,98,Polygala linarifolia là một loài thực vật có hoa trong họ Polygalaceae. Loài này được Willd. miêu tả khoa học đầu tiên năm 1807.
3365,Polygala_persicariaefolia,,,,,,,,100,Polygala persicariifolia là một loài thực vật có hoa trong họ Polygalaceae. Loài này được DC. miêu tả khoa học đầu tiên năm 1824.
3366,Polygala_saxicola,Plantae,,"Angiospermae
Eudicots",Fabales,Polygalaceae,Polygala,P. saxicola,100,Polygala saxicola là một loài thực vật có hoa trong họ Polygalaceae. Loài này được Dunn miêu tả khoa học đầu tiên năm 1903.
3367,Polygala_tatarinowii,Plantae,,"Angiospermae
Eudicots",Fabales,Polygalaceae,Polygala,P. tatarinowii,100,Polygala tatarinowii là một loài thực vật có hoa trong họ Polygalaceae. Loài này được Regel miêu tả khoa học đầu tiên năm 1861.
3368,Polygonatum_multiflorum,Plantae,,"Angiospermae
Monocot",Asparagales,Asparagaceae,Polygonatum,P. multiflorum,100,Polygonatum multiflorum là một loài thực vật có hoa trong họ Măng tây. Loài này được (L.) All. miêu tả khoa học đầu tiên năm 1785.
3369,Polygonatum_punctatum,Plantae,,"Angiospermae
Monocot",Asparagales,Asparagaceae,Polygonatum,P. punctatum,100,Polygonatum punctatum là một loài thực vật có hoa trong họ Măng tây. Loài này được Royle ex Kunth miêu tả khoa học đầu tiên năm 1850.
3370,Polygonum_barbatum,,,,,,,,100,Nghể râu (danh  pháp khoa học: Persicaria barbata) là một loài thực vật có hoa trong họ Rau răm. Loài này được (L.) H. Hara mô tả khoa học đầu tiên năm 1966.
3371,Polygonum_capitatum,Plantae,,"Angiospermae
Eudicots",Caryophyllales,Polygonaceae,Persicaria,P. capitata,100,Nghể đầu hay còn gọi nghể hoa đầu (danh pháp khoa học: Persicaria capitata) là một loài thực vật có hoa trong họ Rau răm. Loài này được (Buch.-Ham. ex D.Don) H.Gross mô tả khoa học đầu tiên năm 1913.
3372,Polygonum_dissitiflorum,Plantae,,"Angiospermae
Eudicots",Caryophyllales,Polygonaceae,Polygonum,P. dissitiflorum,100,Polygonum dissitiflorum là một loài thực vật có hoa trong họ Rau răm. Loài này được Hemsl. miêu tả khoa học đầu tiên năm 1891.
3373,Polygonum_glabrum,,,,,,,,100,Polygonum glaucum là một loài thực vật có hoa trong họ Rau răm. Loài này được Nutt. miêu tả khoa học đầu tiên năm 1818.
3374,Polygonum_macrathum,,,,,,,,100,Polygonatum macranthum là một loài thực vật có hoa trong họ Măng tây. Loài này được (Maxim.) Koidz. miêu tả khoa học đầu tiên năm 1919.
3375,Polygonum_minus,,,,,,,,100,"Vào ngày 29 tháng 1 năm 2010, Sách đỏ IUCN đã công bố danh mục loài thực vật cực kì nguy cấp gồm 1701 loài, phân loài, giống gốc, tiểu quần thể cực kỳ nguy cấp."
3376,Polygonum_odoratum,Plantae,,"Angiospermae
Eudicots",Caryophyllales,Polygonaceae,Persicaria,P. odorata,100,Polygonatum odoratum là một loài thực vật có hoa trong họ Măng tây. Loài này được (Mill.) Druce miêu tả khoa học đầu tiên năm 1906.
3377,Polygonum_palmatum,Plantae,,"Angiospermae
Eudicots",Caryophyllales,Polygonaceae,Polygonum,P. palmatum,100,Nghể chân vịt (danh pháp khoa học: Polygonum palmatum) là một loài thực vật có hoa trong họ Rau răm. Loài này được Dunn miêu tả khoa học đầu tiên năm 1912.
3378,Polygonum_perfoliatum,Plantae,,"Angiospermae
Eudicots",Caryophyllales,Polygonaceae,Polygonum,P. perfoliata,100,"Nghể xuyên lá hay còn gọi là rau má ngọ, thằn lằn quy, giang bản quy, thồm lồm gai (danh pháp khoa học: Polygonum perfoliatum) là một loài thực vật có hoa trong họ Rau răm. Loài này được L. miêu tả khoa học đầu tiên năm 1759."
3379,Polygonum_plebejum,,,,,,,,100,Nghể (danh pháp khoa học: Polygonum plebeium) là một loài thực vật có hoa trong họ Rau răm. Loài này được R.Br. miêu tả khoa học đầu tiên năm 1810.
3380,Polygonum_pubescens,Plantae,,"Angiospermae
Eudicots",Caryophyllales,Polygonaceae,Polygonum,P. pubescens,100,Polygonum pubescens là một loài thực vật có hoa trong họ Rau răm. Loài này được Blume miêu tả khoa học đầu tiên năm 1825.
3381,Polygonum_senticosum,Plantae,,"Angiospermae
Eudicots",Caryophyllales,Polygonaceae,Polygonum,P. senticosum,100,"Nghể gai hay còn gọi nghể móc, thằn lằn gai (danh pháp khoa học: Polygonum senticosum) là một loài thực vật có hoa trong họ Rau răm. Loài này được (Meisn.) Franch. & Sav. miêu tả khoa học đầu tiên năm 1875."
3382,Polygonum_thunbergii,Plantae,,"Angiospermae
Eudicots",Caryophyllales,Polygonaceae,Polygonum,P. thunbergii,100,Polygonum thunbergii là một loài thực vật có hoa trong họ Rau răm. Loài này được Siebold & Zucc. miêu tả khoa học đầu tiên năm 1846.
3383,Polygonum_tomentosum,,,,,,,,100,"Vườn quốc gia Tràm Chim thuộc tỉnh Đồng Tháp là một khu đất ngập nước, được xếp trong hệ thống rừng đặc dụng của Việt Nam. Nơi đây có nhiều loài chim quý, đặc biệt là sếu đầu đỏ, một loài chim cực kỳ quý hiếm, có tên trong sách đỏ."
3384,Polyosma_annamensis,,,,,,,,100,"Chi Đa hương hay chi Lam pô hoặc chi Tra gỗ (danh pháp khoa học: Polyosma) là một chi của khoảng 60 loài cây gỗ bản địa của khu vực Đông Nam Á. Chúng có tại khu vực từ miền đông Himalaya và Hoa Nam kéo dài về phía nam qua Đông Nam Á tới vùng duyên hải phía đông Úc và Nouvelle-Calédonie.
Vị trí phân loại của nó từ lâu đã là không chắc chắn: theo truyền thống nó được đặt trong họ Grossulariaceae, nhưng trong hệ thống APG II năm 2003 người ta đã đặt họ riêng cho chính nó là Polyosmaceae, không đặt trong bộ nào trong phạm vi nhánh euasterids II (campanulids). Nghiên cứu phân tử gần đây cho thấy Polyosmaceae là chị em với Escalloniaceae, vì thế website của Angiosperm Phylogeny Group khuyến cáo họ đó nên được mở rộng ra để bao gồm cả chi này, và điều này đã được ghi nhận trong hệ thống APG III."
3385,Polyosma_dolichocarpa,,,,,,,,100,"Chi Đa hương hay chi Lam pô hoặc chi Tra gỗ (danh pháp khoa học: Polyosma) là một chi của khoảng 60 loài cây gỗ bản địa của khu vực Đông Nam Á. Chúng có tại khu vực từ miền đông Himalaya và Hoa Nam kéo dài về phía nam qua Đông Nam Á tới vùng duyên hải phía đông Úc và Nouvelle-Calédonie.
Vị trí phân loại của nó từ lâu đã là không chắc chắn: theo truyền thống nó được đặt trong họ Grossulariaceae, nhưng trong hệ thống APG II năm 2003 người ta đã đặt họ riêng cho chính nó là Polyosmaceae, không đặt trong bộ nào trong phạm vi nhánh euasterids II (campanulids). Nghiên cứu phân tử gần đây cho thấy Polyosmaceae là chị em với Escalloniaceae, vì thế website của Angiosperm Phylogeny Group khuyến cáo họ đó nên được mở rộng ra để bao gồm cả chi này, và điều này đã được ghi nhận trong hệ thống APG III."
3386,Polyosma_integrifolia,,,,,,,,100,"Chi Đa hương hay chi Lam pô hoặc chi Tra gỗ (danh pháp khoa học: Polyosma) là một chi của khoảng 60 loài cây gỗ bản địa của khu vực Đông Nam Á. Chúng có tại khu vực từ miền đông Himalaya và Hoa Nam kéo dài về phía nam qua Đông Nam Á tới vùng duyên hải phía đông Úc và Nouvelle-Calédonie.
Vị trí phân loại của nó từ lâu đã là không chắc chắn: theo truyền thống nó được đặt trong họ Grossulariaceae, nhưng trong hệ thống APG II năm 2003 người ta đã đặt họ riêng cho chính nó là Polyosmaceae, không đặt trong bộ nào trong phạm vi nhánh euasterids II (campanulids). Nghiên cứu phân tử gần đây cho thấy Polyosmaceae là chị em với Escalloniaceae, vì thế website của Angiosperm Phylogeny Group khuyến cáo họ đó nên được mở rộng ra để bao gồm cả chi này, và điều này đã được ghi nhận trong hệ thống APG III."
3387,Polyosma_nhatrangensis,,,,,,,,100,"Chi Đa hương hay chi Lam pô hoặc chi Tra gỗ (danh pháp khoa học: Polyosma) là một chi của khoảng 60 loài cây gỗ bản địa của khu vực Đông Nam Á. Chúng có tại khu vực từ miền đông Himalaya và Hoa Nam kéo dài về phía nam qua Đông Nam Á tới vùng duyên hải phía đông Úc và Nouvelle-Calédonie.
Vị trí phân loại của nó từ lâu đã là không chắc chắn: theo truyền thống nó được đặt trong họ Grossulariaceae, nhưng trong hệ thống APG II năm 2003 người ta đã đặt họ riêng cho chính nó là Polyosmaceae, không đặt trong bộ nào trong phạm vi nhánh euasterids II (campanulids). Nghiên cứu phân tử gần đây cho thấy Polyosmaceae là chị em với Escalloniaceae, vì thế website của Angiosperm Phylogeny Group khuyến cáo họ đó nên được mở rộng ra để bao gồm cả chi này, và điều này đã được ghi nhận trong hệ thống APG III."
3388,Polypodium_fasciatum,Plantae,,,Polypodiales,Polypodiaceae,Polypodium,P. fasciatum,100,"Polypodium fasciatum là một loài dương xỉ trong họ Polypodiaceae. Loài này được C.Presl mô tả khoa học đầu tiên năm 1836.
Danh pháp khoa học của loài này chưa được làm sáng tỏ."
3389,Polyscias_balfouriana,Plantae,,"Angiospermae
Eudicots",Apiales,Araliaceae,Polyscias,P. balfouriana,100,Polyscias balfouriana là một loài thực vật có hoa trong Họ Cuồng cuồng. Loài này được (André) L.H.Bailey miêu tả khoa học đầu tiên năm 1916.
3390,Polyscias_fruticosa,Plantae,"Tracheophyta
Angiospermae
Eudicots
Asterids",,Apiales,Araliaceae,Polyscias,P. fruticosa,100,"Đinh lăng hay cây gỏi cá, nam dương sâm (danh pháp hai phần: Polyscias fruticosa, đồng nghĩa: Panax fruticosum, Panax fruticosus) là một loài cây nhỏ thuộc chi Đinh lăng (Polyscias) của Họ Cuồng cuồng (Araliaceae). Cây được trồng làm cảnh hay làm thuốc trong y học cổ truyền."
3391,Polyscias_guilfoylei,Plantae,,"Angiospermae
Eudicots",Apiales,Araliaceae,Polyscias,P. guilfoylei,100,"Đinh lăng trổ, hay Đinh lăng lá vằn, Đinh lăng lá viền bạc, danh pháp khoa học Polyscias guilfoylei là một loài thực vật có hoa trong Họ Cuồng cuồng. Loài này được (W.Bull) L.H.Bailey miêu tả khoa học đầu tiên năm 1916."
3392,Polyscias_scutellaria,Plantae,,"Angiospermae
Eudicots",Apiales,Araliaceae,Polyscias,P. scutellaria,100,"Đinh lăng đĩa, danh pháp khoa học Polyscias scutellaria là một loài thực vật có hoa trong Họ Cuồng cuồng. Dạng thân bụi nhiệt đới cao 2-6m, phổ biến thường thấy ở các quần đảo Tây Nam Thái Bình Dương (bao gồm cả Đông Nam Á). Loài này được (Burm.f.) Fosberg miêu tả khoa học đầu tiên năm 1948."
3393,Polyspora_microphylla,,,,,,,,100,Danh sách các loài sinh vật được mô tả chính thức năm 2016 xếp theo thời gian công bố trên các tạp chí khoa học.
3394,Polystichum_auriculum,Plantae,,Eupolypods I,Polypodiales,Dryopteridaceae,Polystichum,P. auriculum,100,Polystichum auriculum là một loài thực vật có mạch trong họ Dryopteridaceae. Loài này được Ching miêu tả khoa học đầu tiên năm 1949.
3395,Polystichum_excellens,Plantae,,Eupolypods I,Polypodiales,Dryopteridaceae,Polystichum,P. excellens,100,Polystichum excellens là một loài thực vật có mạch trong họ Dryopteridaceae. Loài này được Ching miêu tả khoa học đầu tiên năm 1958.
3396,Polystichum_hagiangense,,,,,,,,100,"Năm 2014, tiếp tục phát hiện ra nhiều loài động vật, thực vật mới, một trong những phát hiện quan trọng là đã mô tả thêm hai loài cá heo nước ngọt mới, việc phát hiện các loài thú cỡ lớn mới hiện tồn tại là phát hiện quan trọng vì những loài động vật được phát hiện trong những giai đoạn gần đây chủ yếu là động vật nhỏ và các hóa thạch tiền sử. Dưới đây là danh sách các loài được mô tả năm 2014 (chưa đầy đủ):"
3397,Polystichum_minimum,,,,,,,,100,"Năm 2014, tiếp tục phát hiện ra nhiều loài động vật, thực vật mới, một trong những phát hiện quan trọng là đã mô tả thêm hai loài cá heo nước ngọt mới, việc phát hiện các loài thú cỡ lớn mới hiện tồn tại là phát hiện quan trọng vì những loài động vật được phát hiện trong những giai đoạn gần đây chủ yếu là động vật nhỏ và các hóa thạch tiền sử. Dưới đây là danh sách các loài được mô tả năm 2014 (chưa đầy đủ):"
3398,Polystichum_nepalense,Plantae,,Eupolypods I,Polypodiales,Dryopteridaceae,Polystichum,P. nepalense,100,Polystichum nepalense là một loài thực vật có mạch trong họ Dryopteridaceae. Loài này được (Spreng.) C. Chr. miêu tả khoa học đầu tiên năm 1906.
3399,Polystichum_subacutidens,Plantae,,Eupolypods I,Polypodiales,Dryopteridaceae,Polystichum,P. subacutidens,100,Polystichum subacutidens là một loài thực vật có mạch trong họ Dryopteridaceae. Loài này được Ching ex L.L. Xiang miêu tả khoa học đầu tiên năm 1994.
3400,Polytoca_digitata,Plantae,,"Angiospermae
Monocots",Poales,Poaceae,Polytoca,P. digitata,100,Polytoca digitata là một loài thực vật có hoa trong họ Hòa thảo. Loài này được (L.f.) Druce miêu tả khoa học đầu tiên năm 1917.
3401,Polytrias_indica,Plantae,"Tracheophyta
Angiospermae
Monocots
Commelinids",,Poales,Poaceae,PolytriasHack.,P. indica,100,Polytrias indica là một loài thực vật có hoa trong họ Hòa thảo. Loài này được (Houtt.) Veldkamp miêu tả khoa học đầu tiên năm 1991.
3402,Pomatocalpa_tonkinense,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Pomatocalpa,P. tonkinense,91,Bông can Bắc Bộ (danh pháp: Pomatocalpa tonkinense) là một loài thực vật có hoa trong họ Lan. Loài này được (Gagnep.) Seidenf. mô tả khoa học đầu tiên năm 1975.
3403,Pongamia_pinnata,Plantae,,,Fabales,Fabaceae,Pongamia,P. pinnata,100,"Đậu dầu (danh pháp hai phần: Pongamia pinnata), còn được gọi là nim, mấu, cây bánh dày (do trái của Pongamia pinnata giống như chiếc bánh giầy), cây sồi Ấn Độ, cây Pongam, cây Honge, Panigrahi hay dây lim là một cây thuộc Họ Đậu.
Mặc dù vậy cây Pongamia không hiện diện tự nhiên ở Việt Nam mà chỉ là một loài cây nhập nội. Hạt của trái Pongamia pinnata có kích thước khá lớn với chiều dài từ 2 đến 3 centimeter và có chứa nhiều acid béo. Hàm lượng dầu tổng số trong hạt cây Pongamia có thể cao từ 30-40% trọng lượng khô và chúng được cho là có tiềm năng sử dụng để làm biodiesel (diesel sinh học). Từ năm 2009, Bộ môn Công nghệ Sinh học Thực vật thuộc trường Đại học Nông Lâm Thành phố Hồ Chí Minh đã bắt đầu nghiên cứu và trồng thử nghiệm cây này với mục đích đánh giá chất lượng, khả năng sinh trưởng và tiềm năng của Pongamia pinnata làm nhiên liêu sinh học. Trước đó, vào năm 2008, trong một hội thảo về nhiên liệu sinh học dành cho cả các nhà nghiên cứu trong và ngoài nước do Bộ môn Công nghệ Sinh học Thực vật (thuộc Đại học Nông Lâm Thành phố Hồ Chí Minh) chủ trì, Pongamia pinnata cùng với Jatropha và một số loài khác đã được nhắc tới như là ứng cử viên tiềm năng làm nhiên liệu sinh học cho tương lai. Pongamia có bộ rễ ăn rất sâu và là cây thuộc họ Đậu (Fabaceae) nên cây có thể trồng trong điều kiện thiếu nước và có khả năng cải tạo đất bạc màu nhờ khả năng cố định đạm sinh học."
3404,Popowia_cambodica,,,,,,,,96,Polyalthia là chi thực vật có hoa trong họ Annonaceae. Có khoảng 86-90 loài phân bố từ châu Phi tới châu Á và các đảo trên Thái Bình Dương.
3405,Popowia_pisocarpa,Plantae,,"Angiospermae
Mesangiospermae",Magnoliales,Annonaceae,Popowia,P. pisocarpa,100,"Bô bốt hạt đậu hay bồ bốt hạt đậu (danh pháp khoa học: Popowia pisocarpa) là loài thực vật có hoa thuộc họ Na. Loài này được Carl Ludwig Blume công bố mô tả khoa học hợp lệ đầu tiên năm 1830 dưới danh pháp Bocagea pisocarpa, dựa trên mô tả của chính ông năm 1825 dưới danh pháp Guatteria pisocarpa. Năm 1839 Stephan Ladislaus Endlicher chuyển nó sang chi Popowia, Năm 1842 Guilielmo Gerardo Walpers công bố danh pháp này tại trang 74 Quyển 1 sách Repertorium Botanices Systematicae của ông., Nó là loài điển hình của chi Popowia."
3406,Porpax_elwesii,Plantae,,"Angiospermae
Monocots",Asparagales,Orchidaceae,Porpax,P. elwesii,100,Porpax elwesii là một loài thực vật có hoa trong họ Lan. Loài này được (Rchb.f.) Rolfe miêu tả khoa học đầu tiên năm 1908.
3407,Portulaca_grandiflora,Plantae,,"Angiospermae
Eudicots",Caryophyllales,Portulacaceae,Portulaca,P. grandiflora,100,"Hoa mười giờ hay rau sam hoa lớn (danh pháp hai phần: Portulaca grandiflora) là một loài cây thân mọng nước, nhỏ, nhiều nhánh và lớn nhanh trong họ Rau sam (Portulacaceae). Tên gọi mười giờ là do hoa của nó thường chỉ nở từ khoảng 8,9 giờ đến 10 giờ sáng trong ngày. Là loại cây thân thảo, cao khoảng 10–15 cm. Lá hình dải hơi dẹt, dài 1,5–2 cm, mép nguyên, thân có màu hồng nhạt, lá có màu xanh nhạt.
Loài thực vật này có nguồn gốc Nam Mỹ, nhưng được trồng rộng rãi trong các khu vực ôn đới vì cây này phát triển rất tốt ở vùng này. Hoa mười giờ cũng được sử dụng trong vai trò của cây trồng một năm theo luống trong vườn. Hoa mọc sát mặt đất và rất sặc sỡ, với màu sắc có thể là đỏ, cam, hồng, trắng hay vàng.
Theo tạp chí Birds & Blooms, tháng 6 năm 2006 thì ""nó được đưa vào các khu vườn của châu Âu khoảng 300 năm trước và sau đó nhanh chóng trở nên phổ biến vì các tính chất y học của nó, bao gồm làm mất đi tiếng nghiến răng, co thắt cơ và làm dịu vết bỏng do thuốc súng"".
Loài cây này thích hợp với chỗ đất ráo nước và nhiều nắng.
Tại Việt Nam, nó được trồng làm một loại cây cảnh. Trong Đông y người ta cũng dùng nó trong điều trị một số bệnh như viêm họng, eczema, ghẻ, mụn nhọt v.v...
Cây này có tên ""hoa mười giờ"" có lẽ vì hoa chỉ nở khi nắng cao lúc đứng bóng khoảng ""mười giờ"" rồi lại khép lại vào buổi chiều."
3408,Portulaca_pilosa,,,,,,,,100,"Rau sam (danh pháp hai phần: Portulaca oleracea) là một loài cây sống một năm, thân mọng nước trong họ Rau sam (Portulacaceae), có thể cao tới 40 cm. Nó có nguồn gốc từ vùng ven Địa Trung Hải, nhiệt đới châu Phi, Trung Đông tới Pakistan, Afghanistan, nhưng đã thích nghi với điều kiện môi trường ở các khu vực nhiệt đới và ôn đới khác. Ở nhiều nơi nó có thể bị coi là một loài cỏ dại."
3409,Potameia_chinensis,,,,,,,,96,"Potameia là một chi thực vật thuộc họ Lauraceae. Khi hiểu theo nghĩa hẹp, nó bao gồm các loài ở Madagascar và 1 loài ở Thái Lan (Potameia siamensis). Chi Syndiclis đôi khi cũng được gộp trong chi này."
3410,Potamogeton_crispus,Plantae,,"Angiospermae
Monocot",Alismatales,Potamogetonaceae,Potamogeton,P. crispus,100,Potamogeton crispus là một loài thực vật có hoa trong họ Potamogetonaceae. Loài này được L. miêu tả khoa học đầu tiên năm 1753.
3411,Potamogeton_octandrus,Plantae,,"Angiospermae
Monocot",Alismatales,Potamogetonaceae,Potamogeton,P. octandrus,100,Potamogeton octandrus là một loài thực vật có hoa trong họ Potamogetonaceae. Loài này được Poir. miêu tả khoa học đầu tiên năm 1816.
3412,Pothos_dzui,Plantae,,"Angiospermae
Monocots",Alismatales,Araceae,Pothos,P. dzui,100,Pothos dzui là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được P.C.Boyce mô tả khoa học đầu tiên năm 2000.
3413,Pothos_grandis,Plantae,"Tracheophyta
Angiospermae
Monocots",,Alismatales,Araceae,Pothos,P. grandis,100,"Ráy to, tên khoa học Pothos grandis, là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được Buchet ex P.C.Boyce & V.D.Nguyen miêu tả khoa học đầu tiên năm 1995."
3414,Pothos_lancifolius,Plantae,,"Angiospermae
Monocots",Alismatales,Araceae,Pothos,P. lancifolius,100,Pothos lancifolius là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được Hook.f. miêu tả khoa học đầu tiên năm 1893.
3415,Pothos_repens,Plantae,"Tracheophyta
Angiospermae
Monocots",,Alismatales,Araceae,Pothos,P. repens,100,"Ráy bò,cơm ninh hay tràng pháo hoặc càng cua (danh pháp khoa học: Pothos repens) là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được João de Loureiro đặt tên khoa học đầu tiên năm 1790 với danh pháp Flagellaria repens. Năm 1917 George Claridge Druce chuyển nó sang chi Pothos."
3416,Pothos_touranensis,Plantae,,"Angiospermae
Monocots",Alismatales,Araceae,Pothos,P. touranensis,100,Pothos touranensis là một loài thực vật có hoa trong họ Ráy (Araceae). Loài này được Gagnep. miêu tả khoa học đầu tiên năm 1941.
3417,Pottsia_grandiflora,Plantae,,"Angiospermae
Eudicots",Gentianales,Apocynaceae,Pottsia,P. grandiflora,99,Pottsia grandiflora là một loài thực vật có hoa trong họ La bố ma. Loài này được Markgr. miêu tả khoa học đầu tiên năm 1926.
3418,Pouteria_sapota,Plantae,,"Angiospermae
Eudicots
Asterids",Ericales,Sapotaceae,Pouteria,P. sapota,100,Pouteria sapota là một loài thực vật có hoa trong họ Hồng xiêm. Loài này được (Jacq.) H.E.Moore & Stearn miêu tả khoa học đầu tiên năm 1967.
3419,Pouzolzia_elegans,,,,,,,,100,Chi Thuốc vòi (danh pháp khoa học: Pouzolzia) là chi thực vật có hoa trong họ Tầm ma.
3420,Pouzolzia_zeylanica,Plantae,,"Angiospermae
Eudicots",Rosales,Urticaceae,Pouzolzia,P. zeylanica,100,"Bọ mắm, cũng có tên là thuốc giòi, tên khoa học Pouzolzia zeylanica, là một loài thực vật có hoa trong họ Tầm ma, có dạng cây thảo mọc hoang. Loài này được (L.) Benn. & R. Br. mô tả khoa học đầu tiên năm 1838.Cây bọ mắm mọc bò lan trên mặt đất ở những cánh đồng ẩm thấp, bản địa trải dài từ Ấn Độ và bán đảo Đông Dương xuống Malaysia và quần đảo Philippin.
Lá cây mỏng, hình trứng thon, nhọn đầu, dài 4–9 cm, ngang khoảng 2 cm. Mặt lá lốm đốm chấm trắng.
Hoa nhỏ nở thành chùm ở nách nhánh. Trái bọ mắm hình trứng nhọn có khía dọc như chia ra từng múi."
3421,Pratica_montana,,,,,,,,100,Nhã hoa núi (danh pháp khoa học: Lobelia montana) là loài thực vật có hoa trong họ Hoa chuông. Loài này được Reinw. ex Blume mô tả khoa học đầu tiên năm 1826.
3422,Premna_balansae,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Premna,P. balansae,100,Premna balansae là một loài thực vật có hoa trong họ Hoa môi. Loài này được Dop miêu tả khoa học đầu tiên năm 1923.
3423,Premna_cambodiana,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Premna,P. cambodiana,100,Premna cambodiana là một loài thực vật có hoa trong họ Hoa môi. Loài này được Dop miêu tả khoa học đầu tiên năm 1923.
3424,Premna_cordifolia,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Premna,P. cordifolia,100,Premna cordifolia là một loài thực vật có hoa trong họ Hoa môi. Loài này được Roxb. miêu tả khoa học đầu tiên năm 1832.
3425,Premna_crassa,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Premna,P. crassa,97,Premna crassa là một loài thực vật có hoa trong họ Hoa môi. Loài này được Hand.-Mazz. miêu tả khoa học đầu tiên năm 1921.
3426,Premna_herbacea,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Premna,P. herbacea,100,Premna herbacea là một loài thực vật có hoa trong họ Hoa môi. Loài này được Roxb. miêu tả khoa học đầu tiên năm 1832.
3427,Premna_latifolia,,,,,,,,100,"Cosmoclostis pesseuta là một loài bướm đêm thuộc họ Pterophoridae. Nó có ở Ấn Độ và Sri Lanka, nhưng cũng được ghi nhận ở New Guinea và quần đảo Bismarck. Gần đây, người ta cũng bắt được nó ở Queensland.
Ấu trùng sống trên loài Premna latifolia."
3428,Premna_macrophylla,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Premna,P. macrophylla,100,Premna macrophylla là một loài thực vật có hoa trong họ Hoa môi. Loài này được Wall. ex Schauer miêu tả khoa học đầu tiên năm 1847.
3429,Premna_microphylla,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Premna,P. microphylla,100,Premna microphylla là một loài thực vật có hoa trong họ Hoa môi. Loài này được Turcz. miêu tả khoa học đầu tiên năm 1863.
3430,Premna_puberula,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Premna,P. puberula,100,Premna puberula là một loài thực vật có hoa trong họ Hoa môi. Loài này được Pamp. miêu tả khoa học đầu tiên năm 1910.
3431,Premna_racemosa,Plantae,,"Angiospermae
Eudicots",Lamiales,Lamiaceae,Premna,P. racemosa,100,Premna racemosa là một loài thực vật có hoa trong họ Hoa môi. Loài này được Wall. ex Schauer miêu tả khoa học đầu tiên năm 1847.
